anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2022,,5440322,MINERA ANTUCOYA,76079669-7,MINERA ANTUCOYA,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Mejillones,2102,-22.622444473777,-69.838470110231,Destinatario Final,,1,316.25,1,Eliminación,,,11,Relleno sanitario,20 03 01 ,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5471589,ECOPLAS LIMITADA,76735950-0,ECOPLAS LIMITADA,Comercio mayorista,18.0,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,"Venta al por mayor de desperdicios, desechos y otros productos n.c.p.",G466909,Metropolitana de Santiago,Santiago,Quinta Normal,13126,-33.415018043999,-70.703264167001,Destinatario Final,,1,2.551,2,Valorización,,,18,Reciclaje de plásticos,02 02 03 ,02 02 03 | Materiales inadecuados para el consumo o la elaboración,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,59355,REXIN SPA,78773970-9,EL EMPALME,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Los Lagos,Llanquihue,Maullín,10108,-41.583534400406,-73.240579963904,Destinatario Final,,1,288.4,1,Eliminación,,,12,Vertedero,04 01 08 ,"04 01 08 | Residuos de piel curtida (serrajes, rebajaduras, recortes y polvo de esmerilado) que contienen cromo",4,"04 | Residuos de las industrias del cuero, de la piel y textil",1,01 | Residuos de las industrias del cuero y de la piel,,,,,,,df-sinader-2022-ckan.csv,False
2022,,8876,SOC NACIONAL METALURGICA LTDA,80411800-4,SOC NACIONAL METALURGICA LTDA,Otras industrias manufactureras,10.0,Fundición de metales no ferrosos,C2432,Fundición de metales no ferrosos,C243200,Metropolitana de Santiago,Santiago,San Joaquín,13129,-33.479064633483,-70.63568583611,Destinatario Final,,1,0.95,2,Valorización,,,20,Reciclaje de metales,17 04 02 ,17 04 02 | Aluminio,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5467706,ANGELO AUGUSTO VALENZUELA RODRIGUEZ,15984435-8,AMGELO VALENZUELA RODRUIGUEZ,Comercio mayorista,18.0,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,Ñuble,Punilla,Ñiquén,16303,-36.299998839715,-71.899998591227,Destinatario Final,,1,1.48,5,Recolección,,,44,Pretratamiento de Metales,17 04 01 ,"17 04 01 | Cobre, bronce, latón",17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5469154,SOCIEDAD INDUSTRIAL DE PLASTICOS LTDA.,76276689-2,SOCIEDAD INDUSTRIAL DE PLASTICOS LTDA,"Industria química, de plástico y caucho",7.0,Fabricación de productos de plástico,C2220,Fabricación de productos de plástico,C222000,Metropolitana de Santiago,Santiago,Renca,13128,-33.410093082144,-70.686178290223,Destinatario Final,,1,2.016,2,Valorización,,,18,Reciclaje de plásticos,02 01 99 ,02 01 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",1,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461907,RECUPERADORA DE EXCEDENTES INDUSTRIALES RODOLFO RUBEN ORTIZ FUENZALIDA,65313500-9,RECUPERADORA DE EXCEDENTES INDUSTRIALES RODOLFO ORTIZ FUENZALIDA,Comercio mayorista,18.0,Venta al por mayor no especializada,G4690,Venta al por mayor no especializada,G469000,Maule,Curicó,Curicó,7301,-34.98855652985,-71.247129687135,Destinatario Final,,1,4.912,2,Valorización,,,18,Reciclaje de plásticos,07 02 13 ,07 02 13 | Residuos de plástico,7,07 | Residuos de procesos químicos orgánicos,2,"02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5472175,BIO ENERGIA MOLINA SPA,76256837-3,PLANTA MOLINA,Otras centrales de generación eléctrica,12.0,"Generación, transmisión y distribución de energía eléctrica",D3510,Generación de energía eléctrica en otras centrales n.c.p.,D351019,Maule,Curicó,Molina,7304,-35.091792443806,-71.312981584362,Destinatario Final,,1,6.0,2,Valorización,,,29,Degradación Anaeróbica,02 02 04 ,02 02 04 | Lodos del tratamiento in situ de efluentes,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5472175,BIO ENERGIA MOLINA SPA,76256837-3,PLANTA MOLINA,Otras centrales de generación eléctrica,12.0,"Generación, transmisión y distribución de energía eléctrica",D3510,Generación de energía eléctrica en otras centrales n.c.p.,D351019,Maule,Curicó,Molina,7304,-35.091792443806,-71.312981584362,Destinatario Final,,1,11169.25,2,Valorización,,,29,Degradación Anaeróbica,02 07 99 ,02 07 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",7,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5472175,BIO ENERGIA MOLINA SPA,76256837-3,PLANTA MOLINA,Otras centrales de generación eléctrica,12.0,"Generación, transmisión y distribución de energía eléctrica",D3510,Generación de energía eléctrica en otras centrales n.c.p.,D351019,Maule,Curicó,Molina,7304,-35.091792443806,-71.312981584362,Destinatario Final,,1,3024.04,2,Valorización,,,29,Degradación Anaeróbica,19 06 06 ,19 06 06 | Lodos de digestión del tratamiento anaeróbico de residuos animales y vegetales,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",6,06 | Residuos del tratamiento anaeróbico de residuos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5472175,BIO ENERGIA MOLINA SPA,76256837-3,PLANTA MOLINA,Otras centrales de generación eléctrica,12.0,"Generación, transmisión y distribución de energía eléctrica",D3510,Generación de energía eléctrica en otras centrales n.c.p.,D351019,Maule,Curicó,Molina,7304,-35.091792443806,-71.312981584362,Destinatario Final,,1,826.0,2,Valorización,,,29,Degradación Anaeróbica,19 08 09 ,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,361.892,2,Valorización,,,20,Reciclaje de metales,17 04 05 ,17 04 05 | Hierro y acero no galvanizados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461524,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL HUECHURABA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Metropolitana de Santiago,Santiago,Huechuraba,13107,-33.361572953068,-70.679663936449,Destinatario Final,,1,0.716,2,Valorización,,,18,Reciclaje de plásticos,12 01 05 ,12 01 05 | Virutas y rebabas de plástico,12,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,1,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5473187,HERESMANN Y SOLARI LIMITADA,76195442-3,HERESMANN Y SOLARI LIMITADA,"Industria química, de plástico y caucho",7.0,Fabricación de productos de plástico,C2220,Fabricación de productos de plástico,C222000,Metropolitana de Santiago,Chacabuco,Lampa,13302,-33.309764800806,-70.726207602241,Destinatario Final,,1,21.64,2,Valorización,,,18,Reciclaje de plásticos,17 02 10 ,17 02 10 | Plástico HDPE (polietileno de alta densidad),17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461523,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL PINTANA,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Metropolitana de Santiago,Santiago,La Pintana,13112,-33.584499416591,-70.619657584284,Destinatario Final,,1,4.18,1,Eliminación,,,11,Relleno sanitario,17 02 01 ,17 02 01 | Madera libre de impregnación o pinturas,17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5479785,CONSORCIO SANTA MARTA S A,96828810-5,Relleno Sanitario Chaqueta Blanca,,,,,,,Metropolitana de Santiago,,Antofagasta,2101,,,Destinatario Final,,1,14.176,1,Eliminación,,,3,Disposición final,20 03 07 ,20 03 07 | Residuos voluminosos (incluidos muebles),20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5479785,CONSORCIO SANTA MARTA S A,96828810-5,Relleno Sanitario Chaqueta Blanca,,,,,,,Metropolitana de Santiago,,Antofagasta,2101,,,Destinatario Final,,1,152.56,1,Eliminación,,,11,Relleno sanitario,17 01 01 ,17 01 01 | Hormigón,17,17 | Residuos de la construcción y demolición,1,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5479785,CONSORCIO SANTA MARTA S A,96828810-5,Relleno Sanitario Chaqueta Blanca,,,,,,,Metropolitana de Santiago,,Antofagasta,2101,,,Destinatario Final,,1,2.76,1,Eliminación,,,1,Eliminación,17 09 04 ,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2022-ckan.csv,False
2022,,96280,MINERA LOS PELAMBRES,96790240-3,MINERA LOS PELAMBRES,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Coquimbo,Choapa,Salamanca,4204,-31.821716433106,-70.583697932327,Destinatario Final,,1,37.54,1,Eliminación,,,12,Vertedero,17 02 10 ,17 02 10 | Plástico HDPE (polietileno de alta densidad),17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5459852,ESPINOZA HERMANOS LIMITADA,76126367-6,ESPINOZA HERMANOS LIMITADA,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Atacama,Huasco,Vallenar,3301,-28.290438355457,-70.697985791257,Destinatario Final,,2,14.11,1,Eliminación,,,11,Relleno sanitario,17 02 01 ,17 02 01 | Madera libre de impregnación o pinturas,17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,381448,SOC COMERCIAL DEGRAF LIMITADA,77179750-4,DEGRAF LTDA.,Otras actividades,20.0,Actividades de asociaciones empresariales y de empleadores,S9411,Actividades de asociaciones empresariales y de empleadores,S941100,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.347457975945,-70.710801206209,Destinatario Final,,1,0.8405,2,Valorización,,,18,Reciclaje de plásticos,17 02 10 ,17 02 10 | Plástico HDPE (polietileno de alta densidad),17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,8876,SOC NACIONAL METALURGICA LTDA,80411800-4,SOC NACIONAL METALURGICA LTDA,Otras industrias manufactureras,10.0,Fundición de metales no ferrosos,C2432,Fundición de metales no ferrosos,C243200,Metropolitana de Santiago,Santiago,San Joaquín,13129,-33.479064633483,-70.63568583611,Destinatario Final,,1,4.051,5,Recolección,,,44,Pretratamiento de Metales,17 04 01 ,"17 04 01 | Cobre, bronce, latón",17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,8876,SOC NACIONAL METALURGICA LTDA,80411800-4,SOC NACIONAL METALURGICA LTDA,Otras industrias manufactureras,10.0,Fundición de metales no ferrosos,C2432,Fundición de metales no ferrosos,C243200,Metropolitana de Santiago,Santiago,San Joaquín,13129,-33.479064633483,-70.63568583611,Destinatario Final,,1,9.671,5,Recolección,,,44,Pretratamiento de Metales,17 04 02 ,17 04 02 | Aluminio,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,8876,SOC NACIONAL METALURGICA LTDA,80411800-4,SOC NACIONAL METALURGICA LTDA,Otras industrias manufactureras,10.0,Fundición de metales no ferrosos,C2432,Fundición de metales no ferrosos,C243200,Metropolitana de Santiago,Santiago,San Joaquín,13129,-33.479064633483,-70.63568583611,Destinatario Final,,1,4.158,5,Recolección,,,44,Pretratamiento de Metales,17 04 02 ,17 04 02 | Aluminio,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,8876,SOC NACIONAL METALURGICA LTDA,80411800-4,SOC NACIONAL METALURGICA LTDA,Otras industrias manufactureras,10.0,Fundición de metales no ferrosos,C2432,Fundición de metales no ferrosos,C243200,Metropolitana de Santiago,Santiago,San Joaquín,13129,-33.479064633483,-70.63568583611,Destinatario Final,,1,5.834,5,Recolección,,,44,Pretratamiento de Metales,17 04 02 ,17 04 02 | Aluminio,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,8876,SOC NACIONAL METALURGICA LTDA,80411800-4,SOC NACIONAL METALURGICA LTDA,Otras industrias manufactureras,10.0,Fundición de metales no ferrosos,C2432,Fundición de metales no ferrosos,C243200,Metropolitana de Santiago,Santiago,San Joaquín,13129,-33.479064633483,-70.63568583611,Destinatario Final,,1,20.23,2,Valorización,,,8,Reciclaje,17 04 01 ,"17 04 01 | Cobre, bronce, latón",17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,8876,SOC NACIONAL METALURGICA LTDA,80411800-4,SOC NACIONAL METALURGICA LTDA,Otras industrias manufactureras,10.0,Fundición de metales no ferrosos,C2432,Fundición de metales no ferrosos,C243200,Metropolitana de Santiago,Santiago,San Joaquín,13129,-33.479064633483,-70.63568583611,Destinatario Final,,1,0.978,2,Valorización,,,20,Reciclaje de metales,17 04 01 ,"17 04 01 | Cobre, bronce, latón",17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5473450,GESTION AMBIENTAL INTEGRADA SPA,76449433-4,GAIAWM MATRIZ,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.,E383009,Metropolitana de Santiago,Santiago,La Pintana,13112,-33.622415162747,-70.634455578512,Destinatario Final,,1,1.88,2,Valorización,,,19,Reciclaje de vidrio,10 11 03 ,10 11 03 | Residuos de materiales de fibra de vidrio,10,10 | Residuos de procesos térmicos,11,11 | Residuos de la fabricación del vidrio y sus derivados,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5459852,ESPINOZA HERMANOS LIMITADA,76126367-6,ESPINOZA HERMANOS LIMITADA,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Atacama,Huasco,Vallenar,3301,-28.290438355457,-70.697985791257,Destinatario Final,,1,24.0,5,Recolección,,,43,Pretratamiento de madera que no contiene sustancias peligrosas,17 02 01 ,17 02 01 | Madera libre de impregnación o pinturas,17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5459852,ESPINOZA HERMANOS LIMITADA,76126367-6,ESPINOZA HERMANOS LIMITADA,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Atacama,Huasco,Vallenar,3301,-28.290438355457,-70.697985791257,Destinatario Final,,1,12.0,5,Recolección,,,45,Pretratamiento de plásticos,17 02 10 ,17 02 10 | Plástico HDPE (polietileno de alta densidad),17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452216,GESTION INTEGRAL DE RESIDUOS SPA,96964360-K,RELLENO SANITARIO EL MOLLE,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Valparaíso,Valparaíso,Valparaíso,5101,-33.082247043481,-71.647601620514,Destinatario Final,,1,0.001,1,Eliminación,,,11,Relleno sanitario,17 02 02 ,17 02 02 | Vidrio,17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
2022,,89013,COMPANIA MINERA TECK QUEBRADA BLANCA S.A.,96567040-8,MINERA QUEBRADA BLANCA,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Tarapacá,Tamarugal,Pica,1405,-20.991532186229,-68.767806548739,Destinatario Final,,1,5226.177,1,Eliminación,,,11,Relleno sanitario,20 03 01 ,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,0.435,1,Eliminación,,,33,Depósito de Seguridad,10 11 03 ,10 11 03 | Residuos de materiales de fibra de vidrio,10,10 | Residuos de procesos térmicos,11,11 | Residuos de la fabricación del vidrio y sus derivados,,,,,,,df-sinader-2022-ckan.csv,False
2022,,90327,HIDRONOR CHILE S.A,96607990-8,PLANTA PUDAHUEL,Otras actividades,20.0,Actividades de descontaminación y otros servicios de gestión de desechos,E3900,Actividades de descontaminación y otros servicios de gestión de desechos,E390000,Metropolitana de Santiago,Santiago,Pudahuel,13124,-33.421077864092,-70.81640910523,Destinatario Final,,1,84.886,1,Eliminación,,,11,Relleno sanitario,10 09 03 ,10 09 03 | Escorias de horno,10,10 | Residuos de procesos térmicos,9,09 | Residuos de la fundición de piezas férreas,,,,,,,df-sinader-2022-ckan.csv,False
